dhiscodeset_id,code_set_nm,lamis_id,dhis_id,description
316,FACILITY,208,pyx3BwIniIk,ab Divine Favour Maternity
317,FACILITY,209,Tr18HtmpKtB,ab Ehere Primary Health Centre
318,FACILITY,210,u5jCiPxDq0g,ab Isiala Itu Primary Health Centre
319,FACILITY,211,GYe4E4VBHyu,ab Isiala Ndu Primary Health Centre
320,FACILITY,212,p3HDG0DIbst,ab Isiala Ovom Health Post
321,FACILITY,213,bGBUsn1azRQ,ab Mbano Ntighauzor Primary Health Centre
322,FACILITY,214,RN2YyYnXhrw,ab MDG Primary Health Centre Ibeme
323,FACILITY,215,UNqh3Kq7C8C,ab Mgboko Amiri Primary Health Centre
324,FACILITY,216,MC9Qgwbyn8N,ab Mgbokoanya Primary Health Centre
325,FACILITY,217,CSNUmtO2pds,ab Nenu Primary Health Centre
326,FACILITY,218,PF1Uk1xKyyG,ab Nigerian Christian Hospital Nlagu
327,FACILITY,219,vmOuPGwJEhd,ab Ohanze Primary Health Centre
328,FACILITY,220,Vc10aJvN6wD,ab Orienz Specialist Hospital
329,FACILITY,221,C7qxheLQKy3,ab Osaa Okea Primary Health Care
330,FACILITY,222,PPIkdf1Tlld,ab Osaa Ukwu Primary Health Centre
331,FACILITY,223,tkD5z8NpEo0,ab Presbyterian Community Services And Development
332,FACILITY,224,H98sP6axtWW,ab Regent Cross Clinic
333,FACILITY,225,Ays4dNC000Q,ab Semcon Friends Mission Hospital and Motherless Babies Home
334,FACILITY,226,Rdlp28DUWii,ab St. Grace Foundation Hospital And Maternity
335,FACILITY,227,aKTiAQXr28o,ab Umuezigbe Primary Health Centre
336,FACILITY,228,gTiWeMEckqv,ab Uwoahiafor Primary Health Centre
337,FACILITY,229,TrFjIXY1GYc,ab Abariba General Hospital
338,FACILITY,230,WGI51Dkmmiz,ab Abia Health Centre
339,FACILITY,231,OmGBGXdnIOH,ab Akanu Ukwu Primary Health Centre
340,FACILITY,232,shgyz5VKaY7,ab Amaekpu Primary Health Centre
341,FACILITY,233,iBvc6oRQQKQ,ab Amuma Health Centre
342,FACILITY,234,S0RGGg2LKXl,ab Amurie Primary Health Centre
343,FACILITY,235,Nn7hedRcXes,ab Basic Health Centre
344,FACILITY,236,zUdgABagzm4,ab Daughter of Mary Mother of Mercy
345,FACILITY,237,mUkG5R1hr9i,ab Ekeluogo Health Centre
346,FACILITY,238,Iw8OW0M8unK,ab Ekpankuma Health Centre
347,FACILITY,239,nENznJCp9Ax,ab Ihenta Health Centre
348,FACILITY,240,C1CQ3u6ahQ7,ab Isi Ugwu Health Centre
349,FACILITY,241,BM8PygjAW2x,ab Mben Health Services
350,FACILITY,242,bD3YC5NYOsO,ab Mgbaga Health Centre
351,FACILITY,243,bg9B70crwRt,ab Ndi Orieke Health Centre
352,FACILITY,244,lko3JP8ehWw,ab Ndi Uduma Awoke Health Centre
353,FACILITY,245,njRR8oYhfT1,ab Ndibe Health Centre
354,FACILITY,246,ghzdGoiJ5i0,ab Nkporo Central Primary Health Centre
355,FACILITY,247,g6zjc7CWdB1,ab Nkwebi Health Centre
356,FACILITY,248,TXMLtHjUor2,ab Ohafia General Hospital
357,FACILITY,249,mNWjTw1vIBy,ab Ohafor Model Health Clinic
358,FACILITY,250,Lsfa6Ju1rQG,ab Okon Health Centre
359,FACILITY,251,A9YGTrI1fFC,ab Ucheoma Medical Clinic
360,FACILITY,252,u0IGNPwCSC7,ab Ugwufie Health Centre
361,FACILITY,253,jDnZq1y33p9,ab Ukwa Nkporo Health Centre
362,FACILITY,254,M7ApyNY1dK9,ab Uzondu Poly Clinic
363,FACILITY,255,YRyjWmnY9u5,ab Abayi Cottage Hospital
364,FACILITY,256,StxafDFLWWn,ab Amapuife Primary Health Centre
365,FACILITY,257,OTnGGMuhcOU,ab Amatoukwu Health Post
366,FACILITY,258,MQxEdudcksX,ab Amavo Etiti Health Centre
367,FACILITY,259,sSanlZSK4Tn,ab Amazing Grace Hospital
368,FACILITY,260,SwobfSie1qG,ab Bethseda Hospital
369,FACILITY,261,oJMU67tME85,ab Chiazokam Hospital
370,FACILITY,262,CLf1l8yLHpK,ab Chrispat Hospital
371,FACILITY,263,M1HSCVOGdYp,ab Delight Hospital
372,FACILITY,264,yWjvloFShBy,ab Egbede Health Centre
373,FACILITY,265,AfaL6JfqQzX,ab Ekearo Primary Health Centre
374,FACILITY,266,mAs4beMoRj3,ab Embassy Hospital
375,FACILITY,268,Fahecl5zLgu,ab Good Care Hospital
376,FACILITY,269,UbMT3ZpjUDJ,ab Ihunanya Specialist Hospital
377,FACILITY,270,HmdR5BjsuuB,ab Janet Memorial Hospital
378,FACILITY,271,D0L0VLZC2XQ,ab Living Word Mission Hospital
379,FACILITY,272,tfyjh2Cd5p8,ab Mbutuoma Health Center
380,FACILITY,273,RJdpfWexfzs,ab Mount Zion Hospital
381,FACILITY,274,hPCBR4qVZ3u,ab New Life Centre Hospital
382,FACILITY,275,rHNAXzOYles,ab Obioma Maternity Home
383,FACILITY,276,QqTrRw5oqSZ,ab Okpu Umuobo Health Center
384,FACILITY,277,BpK4OF8reE2,ab Okpuala Ukwu Health Centre
385,FACILITY,278,tRVhyzpxSuh,ab Oleka Hospital
386,FACILITY,279,gKjbvO8IH6X,ab Oribis Hospital
387,FACILITY,280,Oz6TdbJ2yPU,ab Otubi Primary Health Centre
388,FACILITY,281,mIiDFOpTKRR,ab Owuala Primary Health Centre
389,FACILITY,282,GZQLkfDQshs,ab Peace Maternity Hospital
390,FACILITY,283,eWZzhVbJrRC,ab Romalex Hospitals
391,FACILITY,284,AutiJMAIcb4,ab Rosevine Hospital
392,FACILITY,285,IqHZz1kuPad,ab St Elizabeth Maternity
393,FACILITY,287,Qp0DRB3LSmN,ab The CALIF Hospital and Maternity
394,FACILITY,288,p0nTju8eKj7,ab U.C Golden Maternity Hospital
395,FACILITY,289,hfHJpbL4SAG,ab Umuagbai Health Post
396,FACILITY,290,xVnTpMs3R7U,ab Umuagbara Primary Health Centre
397,FACILITY,291,P6yd2HBQD5Q,ab Umuimo Health Centre
398,FACILITY,292,cttZPvjgH0r,ab Umuocham Primary Health Centre
399,FACILITY,293,BeVKrSbkgiw,ab Umuode Odekwu Health Care
400,FACILITY,294,eSwsoOx2eiW,ab Umuoyoro Primary Health Centre
401,FACILITY,295,n5RWGxWWXGd,ab Abayi Nchokoro Primary Health Centre
402,FACILITY,296,gZS43HpLurS,ab Akanu Model Primary Health Centre
403,FACILITY,297,vpMaTk9S3IR,ab Amavo Primary Health Centre
404,FACILITY,298,W9FpHVNMAls,ab Asa Umuakwa Primary Health Centre
405,FACILITY,299,YN11zSr9zzJ,ab Asa Umunka
406,FACILITY,300,Efx6GEBCtLv,ab Aza Community Center
407,FACILITY,301,AkV05yr0SOH,ab Cecilias Maternity
408,FACILITY,302,PXOvA0ttyiQ,ab Ngwa Iyiekwe Primary Health Centre
409,FACILITY,303,uWPoCPtyih2,ab Nkem Maternity Home Akanu
410,FACILITY,304,q0oKu2zJCxp,ab Nwodaku Memorial Hospital
411,FACILITY,305,bWuwGPHLbUA,ab Obegu Primary Health Centre
412,FACILITY,306,J87GwUNCx2e,ab Oza Umuebukwu Primary Health Centre
413,FACILITY,307,W89IXEv8ubP,ab St Marks Clinic
414,FACILITY,308,yyKfLSnLqQk,ab St. John Jesus Hospital
415,FACILITY,309,DIYVu3khBMF,ab Tochukwu Hospital
416,FACILITY,310,bIZrcaW9gLW,ab Ugwunagbo Health Clinic
417,FACILITY,311,WaS5m3Ax1ve,ab Umuchukwu Primary Health Centre
418,FACILITY,312,Pfa7VMzbmbj,ab Umugo Health Clinic
419,FACILITY,313,alpUGaXYdJD,ab Umunkama Primary Health Centre
420,FACILITY,314,S3iCthhwTok,ab Umuodo Primary Health Centre
421,FACILITY,315,GxBPXT5pKSb,ab Abaki Health Centre
422,FACILITY,316,VWBPOQgFhQ4,ab Akanu Health Centre
423,FACILITY,317,liEmDnIWb9g,ab Akirika Uku Health 
424,FACILITY,318,UjRI2VOlneI,ab Akwete Primary Health Centre
425,FACILITY,319,zKfUvOUaGRS,ab Azumini Cottage Hospital
426,FACILITY,320,neGiTYI2xHY,ab Azumini Health Centre
427,FACILITY,321,WRX10l5Jsj7,ab Obeaku Health Centre
428,FACILITY,322,K1qqspRP5PG,ab Obohia Health Centre
429,FACILITY,323,kIoxk4LKlTk,ab Obunku Health Centre
430,FACILITY,324,vmC0HZHLhP3,ab Obuozu Health Centre
431,FACILITY,325,P490NJDfNDW,ab Ohambele Primary Health Centre
432,FACILITY,326,MyIriHLfZ6n,ab Ohuru-Ndoki Primary Health Centre and Maternity
433,FACILITY,327,nUa3ATguDWF,ab Ujuru Health Centre
434,FACILITY,328,O6zzmi0WCJO,ab Umule Mkporobe
435,FACILITY,329,BnGbOAyPtVt,ab Obehie Health Centre
436,FACILITY,330,qZLHpj3yf6d,ab Obibor Health Centre
437,FACILITY,331,jPsEnXaBF2S,ab Obokwe Health Centre
438,FACILITY,332,TRVXRM80P2q,ab Ogwe Health Centre
439,FACILITY,333,Xfwa7pXY4LC,ab Omumauzor Primary Health Centre
440,FACILITY,334,jaJ9KixRUeZ,ab Owa Asa Health Centre
441,FACILITY,335,DwOHkiJmSNR,ab Owaza Cottage Hospital
442,FACILITY,336,UXsw4Z2FLBP,ab Umuaka Health Centre
443,FACILITY,337,rUHOdaIDhNF,ab Umuiku Health Centre
444,FACILITY,338,evtETmcCOzj,ab Umuitor Health Centre
445,FACILITY,339,wTKKHfgA8HK,ab Umukalu Health Centre
446,FACILITY,340,YIDuj3penSw,ab Ahiaeke Ndume Primary Health Centre
447,FACILITY,341,q6Ja3pJCI05,ab All Saint Maternity and Clinic
448,FACILITY,342,Oer1Tm8BeHE,ab Amarajane Hospitals & Maternity
449,FACILITY,343,N9bw0Bhuxrg,ab Anelechi Hospital
450,FACILITY,344,TijKrusV5x6,ab Apugo Medical Clinic
451,FACILITY,345,hEiQH9TsmBi,ab Chidinma Specialist Hospitals
452,FACILITY,346,nTnU8hSFvRP,ab Daughters of Mary Mother of Mercy Hospital 
453,FACILITY,347,dhrSyQdqlqy,ab Dennis Blessing Hospitals
454,FACILITY,348,YD4qsIjXZCz,ab Elshadia Hospital
455,FACILITY,349,PM4kwJrJJuJ,ab Fountain Hospital
456,FACILITY,350,vluLvfupTMH,ab Grace Land Specialist Hospital
457,FACILITY,351,M78WAXgJSaA,ab Hebrew Women Maternity Home 
458,FACILITY,352,Kqw0imCdD3c,ab Ihite Ude Ofeme Health Centre
459,FACILITY,353,mcQ5TL6QFhx,ab Life Essential Hospital
460,FACILITY,354,gfGNY6KDY8T,ab Life Gate Hospital
461,FACILITY,355,JftNTThy5pA,ab Madonna Catholic Hospital
462,FACILITY,356,tvfEJfW10ff,ab Maranatha Hospital
463,FACILITY,357,y3mCOQWQ7rH,ab Okwulaga Afara Health Clinic
464,FACILITY,358,CKI6Q7e6mSV,ab Okwuta Health Centre
465,FACILITY,359,TuUNcCqGNmP,ab Ossah Health Centre
466,FACILITY,360,ZLHRmsxrwOz,ab Our Lady of Apostle Maternity Clinic
467,FACILITY,361,I0mhwhvh1j5,ab Prime Care Specialist Clinic
468,FACILITY,362,SMoyq7r1Bpa,ab Priscilia Memorial Hospital
469,FACILITY,363,uNG7N3D6kw1,ab Total Development Action Initiative (TDAI)
470,FACILITY,364,aoKXH0HNa4g,ab Umuahia Federal Medical Centre
471,FACILITY,365,OiIwXCDwVU0,ab Umuegwu Okpuala Primary Health Centre
472,FACILITY,366,N3iw0QTQk7m,ab World Bank Health Clinic
473,FACILITY,367,hmWdZSs5Dwz,ab Zenith Hospital
474,FACILITY,368,iIY3Ildiohf,ab Amakama Health Centre
475,FACILITY,369,hXg0wtDZ7OY,ab Amangwu Health Centre
476,FACILITY,370,GxsjL0hHItD,ab Amizi Health Centre
477,FACILITY,371,YsIIEeHKI86,ab Amuzu Primary Health Centre
478,FACILITY,372,mRugkwg3jbH,ab Anglican Hospital and Maternity
479,FACILITY,373,orXvHu1hQv1,ab Dike Ukwu Health Centre
480,FACILITY,374,pWbvTTNrACr,ab Ehume Health Centre
481,FACILITY,375,f4z5PujYZTU,ab Ekenobizi Health Centre
482,FACILITY,376,ufP2KBzglN7,ab Ezeleke Health Centre
483,FACILITY,377,lBB9zovjS8A,ab Eziama Health Centre
484,FACILITY,378,TUGdcuYkQHh,ab HU PACE Community Pharmacists
485,FACILITY,379,Hy8Ly4bDaRo,ab Ijeoma Hospital
486,FACILITY,380,Ht3UTGEbzxY,ab Nsirimo Primary Health Centre
487,FACILITY,381,Zwy5mU7iIKQ,ab Ogbodinibe Health Centre
488,FACILITY,382,DEJ5LTJBCsS,ab Ogbodiukwu Health Centre
489,FACILITY,383,I4km0Uf0cln,ab Ohiya Health Centre
490,FACILITY,384,Cp9nXzPAFZQ,ab Old Umuahia Primary Health Centre
491,FACILITY,385,H0CnNVdXE5A,ab Overcomers Clinic
492,FACILITY,386,CXR4xPwIxZC,ab St. Charles Hospital Ubakala
493,FACILITY,387,ssaaaeU4fSd,ab Ubakala Health Centre
494,FACILITY,388,WdlLt1cbXSo,ab Umuanya Health Centre
495,FACILITY,389,hOlSp4v2mzx,ab Umuitowe Primary Health Centre
496,FACILITY,390,XDAEtPhhh2d,ab Umunwanwa Health Centre
497,FACILITY,391,fmmY0uuZn8t,ab Umuokpara Ozoro
498,FACILITY,392,prgKV4zkMyj,ab VINIFIC Hospital
499,FACILITY,393,Y2zY4ZzdKIo,ab Akporo Achara Health Centre
500,FACILITY,394,PrT4PhujoSN,ab Amakpoke Health Centre
501,FACILITY,395,aEk3dcQSyfR,ab Eziama (Nneato) Primary Health Centre
502,FACILITY,396,WS1ohlrjJzZ,ab Eziama Lokpaukwu Health Centre
503,FACILITY,397,fJUkPIYPrEv,ab Ezioba (Nneato) Primary Health Centre
504,FACILITY,398,AfAsOQDvKCl,ab Ihe Primary Health Centre
505,FACILITY,399,rxDiruRvlwq,ab Iheabata Health Centre
506,FACILITY,400,vJ46YgZzdiZ,ab Isuochi St Anthony Hospital
507,FACILITY,401,aKYxz5pE2l4,ab Lekwesi Health Centre
508,FACILITY,402,qMNzJuL4gbv,ab Lokpanta Primary Health Centre
509,FACILITY,403,QgQhJxtzyM4,ab Lomara Health Centre
510,FACILITY,404,PvLM8w06B2e,ab Mbala Health Centre
511,FACILITY,405,ee8GWygtMYV,ab Ndiawa Health Centre
512,FACILITY,406,IUdAnpDFnun,ab Ngada Primary Health Centre
513,FACILITY,407,aKoBMBl8yyE,ab Obinolu Health Centre
514,FACILITY,408,Jjayk8RV0di,ab Obulo (Nneato) Primary Health Centre
515,FACILITY,409,IkuAtrjfeNB,ab Umuaku Health Centre
516,FACILITY,410,RYxE5qr4tWf,ab Umualem Health Centre
517,FACILITY,411,kmjyVLwiaOJ,ab Umuchieze Health Centre
518,FACILITY,412,h5uKTxO4Bos,ab Umuobasi Health Centre
519,FACILITY,413,VxjQPA0ldve,ab Umuobi Health Centre
520,FACILITY,414,vk4G3rpNnJb,ab Umuogele Primary Health Centre
521,FACILITY,415,wyBGXHOrv6A,ab Umuokpara Health Centre
522,FACILITY,416,xDcTsnGGEm0,ab Urulorokpaukwu
523,FACILITY,417,SYMF9rHzlwH,ad Demsa Primary Health Care Centre
524,FACILITY,418,Rc0vzR0uuPh,ad Fufore Cottage Hospital
525,FACILITY,419,updW8wn0cvF,ad Ribado Primary Health Centre
526,FACILITY,420,fbK3uFtHt1D,ad Gurin Primary Health Centre
527,FACILITY,422,E9DqhNSWDHf,ad Girei A Primary Health Centre
528,FACILITY,423,f2LSw1mdyZo,ad Garkida General Hospital
529,FACILITY,424,eBZ5k4qWf9N,ad Nyako Maternity
530,FACILITY,425,F3gA4a9bmU3,ad Guyuk General Hospital
531,FACILITY,426,bKaG89UuKJJ,ad Hong Cottage Hospital
532,FACILITY,427,q9Utscl1qJh,ad Kwarhi Primary Health Centre
533,FACILITY,430,RT6eAIymRPp,ad Shuwa Maternity
534,FACILITY,431,LfqBd540MDd,ad Mayo Belwa Cottage Hospital
535,FACILITY,433,rhgIgFvezRA,ad Michika General Hospital
536,FACILITY,434,vtqy5GISVGg,ad Mubi General Hospital
537,FACILITY,435,J2oCNV6JeRN,ad Shelleng NYSC Clinic
538,FACILITY,436,nz0C7YSR7Qv,ad Song Cottage Hospital
539,FACILITY,437,Bp7vxK8j2Q7,ad Toungo Cottage Hospital
540,FACILITY,438,B62LRzWmVkf,ad Center for Health & Development in Africa(CHEDA)
541,FACILITY,439,f3BTTRZVhn5,ad Major Aminu Urban Health Centre
542,FACILITY,440,Y7dNV1uD0zz,ad St. Francis Hospital
543,FACILITY,441,QVyrU3vcWAx,ad Yola Specialist Hospital
544,FACILITY,443,yidAAEnYf53,ad Wauro-Jabbe Health Centre
545,FACILITY,444,j1qJobtES7z,ad Yola Federal Medical Centre
546,FACILITY,445,pxBMYZ8Qp4L,ak Abak Itenghe Health Post 
547,FACILITY,446,Sr1WwHYAo63,ak Afaha Obong Primary Health Centre
548,FACILITY,447,p4NHFsAwsqk,ak Cedar and Olive Clinic
549,FACILITY,448,P9omMMInUvx,ak Ebom Primary Health Center
550,FACILITY,449,fEQi4BQ4y1W,ak Ibanang Ediene Abak Primary Health Centre
551,FACILITY,450,saKFfs0ys1V,ak Ibong Otoro Primary Health Centre
552,FACILITY,451,uY1OKBkXaxu,ak Ikot Akpan Ikpong Health Centre
553,FACILITY,452,VFOuXLdrfoo,ak Ikot Etok Udo Primary Health Centre
554,FACILITY,453,Q6OZ1Jg9B77,ak Ikot Ossom Health Post
555,FACILITY,454,sMv92SQjm1o,ak Itung Health Centre
556,FACILITY,455,y7KKEcfA183,ak Mercy Hospital
557,FACILITY,457,l6A8ZccjemG,ak Otoro 1 Health Center
558,FACILITY,458,uPduoLstKo3,ak Uduak Abasi Clinic
559,FACILITY,459,QMPOA4msFXe,ak Ukpom Abak General Hospital
560,FACILITY,460,Fl1uBY9Xbqp,ak Ukpom-Abak Primary Health Centre 
561,FACILITY,461,DX3MTlPSohs,ak Utu Abak Health Post
562,FACILITY,462,Qx041JIw5rx,ak Amadaka Health Centre
563,FACILITY,463,iOnzcCmUVo3,ak Base Okorote Primary Health Centre 
564,FACILITY,464,qum7M2rRZYA,ak Eastern Obolo General Hospital
565,FACILITY,465,xwNmAHkb7hD,ak Emeroke Health Centre 
566,FACILITY,466,q0A2BqHBQkm,ak Iko Town Primary Health Centre
567,FACILITY,467,kYrpYSQNYrF,ak Ikonta Health Centre
568,FACILITY,468,bQpA3gGPtBz,ak Okoro Inyong Health Centre
569,FACILITY,469,AosA7rl6yA4,ak Abasi Ekeme Specialist Clinic
570,FACILITY,470,wVJ2CaUEbQK,ak Afaha Atai Health Post
571,FACILITY,471,Q7A7NIXCXTk,ak Afaha Eket Holifield Hospital
572,FACILITY,472,oRsEF508SGD,ak Assurance Medical Centre
573,FACILITY,473,MMIld9aZlG4,ak Effoi Primary Health Centre
574,FACILITY,474,vv9ONyeiUqY,ak Esit Urua Health Post 
575,FACILITY,475,Z2dazQohzXp,ak GoodCare Medical Centre
576,FACILITY,476,by7LjJ35kg0,ak HillCrest Medical Centre
577,FACILITY,477,wzdGw3nmtnD,ak Idua Health Clinic
578,FACILITY,478,QgAip8MBkYU,ak Idung Iniang Primary Health Centre
579,FACILITY,479,HCGLWI9Mkbk,ak Iko Eket Health Centre
580,FACILITY,480,jnzYfU2J7TT,ak Ikot Ebak Poly Clinic
581,FACILITY,481,XRxosNljQnH,ak Ikot Eso Ekong Health Post 
582,FACILITY,482,fjm6mF1aOyG,ak Mkpok Model Health Centre
583,FACILITY,483,M0ZB6s1w92k,ak Odio Health Centre
584,FACILITY,484,twnMX6KCBcs,ak Oron Eket Comprehensive Health Centre
585,FACILITY,485,RjjnY6P3keZ,ak Redemption Medical Centre
586,FACILITY,486,clJtISQA00Z,ak Solution Clinic and Maternity
587,FACILITY,487,AUzw0wedz6U,ak Udeme-jehovah Clinic
588,FACILITY,488,xyzOQLzXG5z,ak Utibe-Abasi Clinic
589,FACILITY,489,esMcpAsN67P,ak Ebi Ekpi Health Centre 
590,FACILITY,490,k5DTNStdvPw,ak Ekpene Obom QIC Rehabilitation Hosp
591,FACILITY,491,pi2K0dUV5hJ,ak Idung Assan Health Centre
592,FACILITY,493,gyOilQWoJwM,ak Adiasim Health Centre
593,FACILITY,494,kLnot5dCGyx,ak Afaha Ikot Ebak Primary Health Centre
594,FACILITY,495,shs55BTovha,ak Atan Ikot Okoro Health Post 
595,FACILITY,497,o6HCAZsfwWt,ak Ekpenyong II Health Post
596,FACILITY,498,Bn4qHar6HGo,ak Iko Otu Health Centre
597,FACILITY,499,RQVjOkGlFrI,ak Ikot Akpan Effia Health Centre
598,FACILITY,500,cjIFQwQzUEQ,ak Ikot Ide Health Centre
599,FACILITY,501,cZOldzNZomY,ak Ikpe Annang Health Centre
600,FACILITY,502,gXjibIeGWDG,ak Odoro Ikot 1 Health Centre
601,FACILITY,503,n7AbLUAQ1WW,ak Odoro Ikot 11 Health Centre
602,FACILITY,504,TN0w74ceDuN,ak Okon Health Centre
603,FACILITY,505,xrcQI0AG9S7,ak Ukana Cottage Hospital
604,FACILITY,506,Rok6Ln8C0Dk,ak Ukana East Primary Health Centre
605,FACILITY,508,H39AIXWLqV3,ak Akai Uro Primary Health Centre 
606,FACILITY,509,OADjcXfcTW1,ak Atan Eka Uruk Eshiet Health Centre
607,FACILITY,510,dkIk8lTqSMc,ak Etim Ekpo General Hospital
608,FACILITY,511,ozmzyXXMcjl,ak Etim Ekpo Primary Health Centre
609,FACILITY,512,YzeCp8nCVgK,ak Ikot Ebo Health Centre
610,FACILITY,513,NltPw3Y4fxF,ak Ikot Mboho Health Centre 
611,FACILITY,514,DmHhG518CuT,ak Ikpe Annang Health Post
612,FACILITY,515,PSTyFmcrmiz,ak Iwukem Primary Health Centre
613,FACILITY,516,uFJALuQg09K,ak Obong Ntak Health Centre
614,FACILITY,517,MPlJ5LB7ydC,ak Support Health Redemption Organization (SHERO)
615,FACILITY,518,joFlxx4u6Wn,ak Utu Etim Ekpo Divine Love Hospital
616,FACILITY,519,Cu6U1qSTdzt,ak Utu Etum Ekpo Health Centre
617,FACILITY,520,km0IGxWGfck,ak Edem Ekpat Primary Health Centre
618,FACILITY,521,ZJmSUwnZS5Y,ak Efa Primary Health Centre 
619,FACILITY,522,kL48R1Ezgmp,ak Ekpene Ukpa Primary Health Centre
620,FACILITY,523,tYUVLJgnj5u,ak Etinan General Hospital
621,FACILITY,524,H5RSarzIJWg,ak Etinan Primary Health Centre
622,FACILITY,525,QemdmN82VZM,ak Ikot Akpan Ntembom Primary Health Centre
623,FACILITY,526,FJya135pT09,ak Ikot Ekan Primary Health Centre
624,FACILITY,527,xIJkMYhgPyL,ak Ikot Esen Oku Primary Health Centre
625,FACILITY,528,oCTBArHpCVu,ak Ikot Inyang Primary Health Centre
626,FACILITY,529,PHmEBQMoHjY,ak Ikot Obio Inyang Primary Health Centre
627,FACILITY,530,Kh3Fb7bhj2u,ak Ikot Udo Abia Primary Health Centre
628,FACILITY,531,U3uytREWGHN,ak Ikot Udo Otto Primary Health Centre
629,FACILITY,532,Cg4F9L13LhB,ak Iwo Eto Primary Health Centre
630,FACILITY,533,E244seyd6rb,ak Mbioto 1Comprehensive Health Centre
631,FACILITY,534,y7YwXNJWS7z,ak Mbioto 2 General Hospital
632,FACILITY,535,pUOnB7wSK08,ak Ndon Eyo Primary Health Centre
633,FACILITY,536,ctiLRRmkJCE,ak Ndon Utim Primary Health Centre
634,FACILITY,537,SqjnGsMgnlU,ak Nkana Primary Health Centre
635,FACILITY,538,EdgrTxHbcll,ak Oniong Primary Health Centre
636,FACILITY,539,B54tGchPRwb,ak Women Community Livelihood Foundation (WOCLIF)
637,FACILITY,540,VXseTQIDkJP,ak Atai Health Post 
638,FACILITY,541,QY6nyOEASUU,ak Base Upenekan Primary Health Centre
639,FACILITY,543,Vr9d35SmwRH,ak Inua Eyet Ikot Health Post
640,FACILITY,544,JhBWIhDiijU,ak Itak Abasi Health Centre 
641,FACILITY,545,hQES95LliuY,ak Iwokpom Opolum Primary Health Centre
642,FACILITY,546,zwPiQWlDifU,ak Iwuo Achang Health Post
643,FACILITY,547,KtKIYbWFuPm,ak Mfon-Abasi Clinic
644,FACILITY,548,nDFreNir13d,ak Mkpanak Primary Health Center
645,FACILITY,549,XH3aRUKBK1y,ak Ndito Eka Iba Health Centre 
646,FACILITY,550,sQp0asU1FWK,ak Ntafre Health Centre
647,FACILITY,551,HAscGO0kom6,ak Okoroutip Health Centre
648,FACILITY,552,FwSgXWwbaAD,ak Opolum Health Centre
649,FACILITY,553,Dpx2zLfIDEt,ak Ukuda Health Post
650,FACILITY,554,IzTpuWPIZUK,ak Akpautong Mt. Camel Hospital
651,FACILITY,555,I6St1kpmzUU,ak Ibesikpo Primary Health Centre
652,FACILITY,556,X3t2nDtF4XD,ak Ikot Iyan Health Centre 
653,FACILITY,557,mgaBmViLFq5,ak Ikot Udo Ekop Primary Health Centre
654,FACILITY,560,VlLdssufV2T,ak Aka Ididep Primary Health Centre
655,FACILITY,561,dTaGJJyLC6I,ak Ekimbuk Primary Health Centre
656,FACILITY,562,cKBUnoPVqTw,ak Ibiono Handmaids Hospital
657,FACILITY,563,ZCoMiIz5jbM,ak Ibiono Palmer Memorial Hospital
658,FACILITY,565,CG0jJaULmJQ,ak Ikot Adaidem Primary Health Centre
659,FACILITY,566,z0nS8B7W3xl,ak Ikot Esen Model Health Centre 
660,FACILITY,567,YrXIC9ejYQa,ak Ikot Etim Health Centre 
661,FACILITY,568,foruJBsO156,ak Ikot Idaha Primary Health Centre
662,FACILITY,569,yfNSYlyPcSW,ak Ikpa Ikot Uneke Primary Health Centre
663,FACILITY,570,EtQcj9J69z5,ak Nsan Health Centre
664,FACILITY,571,QL5FWPSSNfl,ak Ntan Ibiono Eduwem Clinic
665,FACILITY,574,c4PmWwX1xoS,ak Ikot Akpan Anwa Primary Health Centre
666,FACILITY,575,gxlSyDhfWI9,ak Ikot Inyang Ese Health Post
667,FACILITY,576,rqHKpDmeSTk,ak Ikot Okorota Health Post 
668,FACILITY,577,aKhm6ln0dZM,ak Ikot Udom Maternal and Child Health Centre
669,FACILITY,578,FOncCQWgVRG,ak Ikot Udom Mother of Christ Maternity Home
670,FACILITY,580,WVwOm6wfPAf,ak Ntoh Usoh Health Centre
671,FACILITY,581,f7S6lyVK1yi,ak Urua Inyang General Hospital
672,FACILITY,582,Kf3G3aDuvJD,ak Urua Inyang Primary Health Centre
673,FACILITY,583,f6IDw7tVHcS,ak Ediene Atai Health Centre 
674,FACILITY,584,CpZJBtw8oyW,ak Ediene I Health Centre
675,FACILITY,585,dY22eJtY0U1,ak Etip Ediene Primary Health Centre
676,FACILITY,586,ajKRvlMcTVq,ak Ibiaku Primary Health Centre (BASE)
677,FACILITY,587,MXLUCkHK5bv,ak Ikono General Hospital
678,FACILITY,588,sEpg1UsIdBl,ak Mbiafun Ikot abasi Health Centre 
679,FACILITY,589,mouBVXu8CXE,ak Ndiya Health Centre
680,FACILITY,590,oqypyT5jDoE,ak Nkara Obio Health Clinic
681,FACILITY,591,M6XOilFyaCV,ak Nkwot Edem Edet Health Post
682,FACILITY,592,Glh1NgGZkb2,ak Nung Imo Primary Health Centre
683,FACILITY,594,CEQKSWtPQQn,ak Obio Itak Primary Health Centre
684,FACILITY,595,LRObtRBEVGB,ak Ukpom-Ikono Primary Health Centre
685,FACILITY,596,R6vsACmHUzm,ak Alson Clinic
686,FACILITY,597,CTLvzBi51EO,ak Base Ikot Abasi Primary Health Centre
687,FACILITY,598,Mek0WyNrWfk,ak Diamond Clinic
